src_ip,dest_ip,dest_port,dest_port_weight
149.254.197.100,149.254.197.46,16616,10
149.254.197.100,149.254.197.46,55979,10
149.254.197.100,149.254.197.132,35512,100
149.254.197.100,149.254.197.132,22714,10
149.254.197.100,149.254.197.132,57205,10
149.254.197.100,149.254.197.81,38135,100
149.254.197.100,149.254.197.81,48301,10
149.254.197.100,149.254.197.81,29798,10
149.254.197.100,149.254.197.49,31694,100
149.254.197.100,149.254.197.49,50795,10
149.254.197.100,149.254.197.49,16963,10
149.254.197.100,149.254.197.198,46047,100
149.254.197.100,149.254.197.198,24148,10
149.254.197.100,149.254.197.198,49165,10
149.254.197.100,149.254.197.72,21105,100
149.254.197.100,149.254.197.72,36498,10
149.254.197.100,149.254.197.72,32553,10
149.254.197.100,149.254.197.162,14401,100
149.254.197.100,149.254.197.162,57386,10
149.254.197.100,149.254.197.162,50988,10
149.254.197.100,149.254.197.54,59965,100
149.254.197.100,149.254.197.54,33384,10
149.254.197.100,149.254.197.54,35578,10
149.254.197.100,149.254.197.81,44657,100
149.254.197.100,149.254.197.81,43430,10
149.254.197.100,149.254.197.81,43511,10
149.254.197.100,149.254.197.149,60912,100
149.254.197.100,149.254.197.149,37485,10
149.254.197.100,149.254.197.149,50679,10
149.254.197.100,149.254.197.182,51528,100
149.254.197.100,149.254.197.182,22233,10
149.254.197.100,149.254.197.182,40913,10
149.254.197.100,149.254.197.9,8690,100
149.254.197.100,149.254.197.9,60222,10
149.254.197.100,149.254.197.9,57681,10
149.254.197.100,149.254.197.102,36350,100
149.254.197.100,149.254.197.102,20309,10
149.254.197.100,149.254.197.102,56570,10
149.254.197.100,149.254.197.5,17006,100
149.254.197.100,149.254.197.5,15967,10
149.254.197.100,149.254.197.5,22610,10
149.254.197.100,149.254.197.214,27191,100
149.254.197.100,149.254.197.214,22864,10
149.254.197.100,149.254.197.214,27068,10
149.254.197.100,149.254.197.23,57757,100
149.254.197.100,149.254.197.23,9975,10
149.254.197.100,149.254.197.23,12648,10
149.254.197.100,149.254.197.118,55248,100
149.254.197.100,149.254.197.118,9923,10
149.254.197.100,149.254.197.118,21254,10
149.254.197.100,149.254.197.115,36915,100
149.254.197.100,149.254.197.115,54924,10
149.254.197.100,149.254.197.115,51695,10
149.254.197.100,149.254.197.180,65442,100
149.254.197.100,149.254.197.180,40702,10
149.254.197.100,149.254.197.180,24692,10
149.254.197.100,149.254.197.227,7329,100
149.254.197.100,149.254.197.227,49635,10
149.254.197.100,149.254.197.227,5018,10
149.254.197.100,149.254.197.176,36763,100
149.254.197.100,149.254.197.176,6401,10
149.254.197.100,149.254.197.176,26570,10
149.254.197.100,149.254.197.230,31330,100
149.254.197.100,149.254.197.230,65266,10
149.254.197.100,149.254.197.230,39809,10
149.254.197.100,149.254.197.112,57305,100
149.254.197.100,149.254.197.112,14057,10
149.254.197.100,149.254.197.112,58757,10
149.254.197.100,149.254.197.7,55658,100
149.254.197.100,149.254.197.7,26006,10
149.254.197.100,149.254.197.7,30753,10
149.254.197.100,149.254.197.164,8574,100
149.254.197.100,149.254.197.164,48073,10
149.254.197.100,149.254.197.164,63702,10
149.254.197.100,149.254.197.215,32143,100
149.254.197.100,149.254.197.215,30345,10
149.254.197.100,149.254.197.215,16687,10
149.254.197.100,149.254.197.130,15557,100
149.254.197.100,149.254.197.130,52206,10
149.254.197.100,149.254.197.130,7581,10
149.254.197.100,149.254.197.176,15226,100
149.254.197.100,149.254.197.176,18769,10
149.254.197.100,149.254.197.176,36078,10
149.254.197.100,149.254.197.35,19993,100
149.254.197.100,149.254.197.35,54967,10
149.254.197.100,149.254.197.35,31403,10
149.254.197.100,149.254.197.205,16995,100
149.254.197.100,149.254.197.205,49354,10
149.254.197.100,149.254.197.205,46498,10
149.254.197.100,149.254.197.208,63693,100
149.254.197.100,149.254.197.208,23434,10
149.254.197.100,149.254.197.208,9467,10
149.254.197.100,149.254.197.58,44058,100
149.254.197.100,149.254.197.58,22056,10
149.254.197.100,149.254.197.58,50111,10
149.254.197.100,149.254.197.211,37779,100
149.254.197.100,149.254.197.211,8811,10
149.254.197.100,149.254.197.211,51680,10
149.254.197.100,149.254.197.130,43348,100
149.254.197.100,149.254.197.130,2301,10
149.254.197.100,149.254.197.130,39761,10
149.254.197.100,149.254.197.19,53010,100
149.254.197.100,149.254.197.19,58152,10
149.254.197.100,149.254.197.19,26797,10
149.254.197.100,149.254.197.42,4303,100
149.254.197.100,149.254.197.42,49398,10
149.254.197.100,149.254.197.42,61756,10
149.254.197.100,149.254.197.229,9231,100
149.254.197.100,149.254.197.229,18014,10
149.254.197.100,149.254.197.229,42595,10
149.254.197.100,149.254.197.103,23560,100
149.254.197.100,149.254.197.103,54883,10
149.254.197.100,149.254.197.103,40846,10
149.254.197.100,149.254.197.48,12453,100
149.254.197.100,149.254.197.48,34371,10
149.254.197.100,149.254.197.48,45004,10
149.254.197.100,149.254.197.81,4703,100
149.254.197.100,149.254.197.81,61893,10
149.254.197.100,149.254.197.81,52129,10
149.254.197.100,149.254.197.12,51048,100
149.254.197.100,149.254.197.12,34933,10
149.254.197.100,149.254.197.12,50433,10
149.254.197.100,149.254.197.111,2814,100
149.254.197.100,149.254.197.111,22777,10
149.254.197.100,149.254.197.111,4545,10
149.254.197.100,149.254.197.199,52887,100
149.254.197.100,149.254.197.199,51267,10
149.254.197.100,149.254.197.199,46672,10
149.254.197.100,149.254.197.219,11155,100
149.254.197.100,149.254.197.219,48144,10
149.254.197.100,149.254.197.219,23416,10
149.254.197.100,149.254.197.118,16964,100
149.254.197.100,149.254.197.118,53399,10
149.254.197.100,149.254.197.118,34212,10
149.254.197.100,149.254.197.31,40745,100
149.254.197.100,149.254.197.31,38135,10
149.254.197.100,149.254.197.31,53800,10
149.254.197.100,149.254.197.15,57421,100
149.254.197.100,149.254.197.15,27379,10
149.254.197.100,149.254.197.15,64996,10
149.254.197.100,149.254.197.250,48787,100
149.254.197.100,149.254.197.250,29595,10
149.254.197.100,149.254.197.250,60721,10
149.254.197.100,149.254.197.254,43057,100
149.254.197.100,149.254.197.254,37057,10
149.254.197.100,149.254.197.254,58024,10
149.254.197.100,149.254.197.86,52757,100
149.254.197.100,149.254.197.86,64214,10
149.254.197.100,149.254.197.86,32217,10
149.254.197.100,149.254.197.42,51397,100
149.254.197.100,149.254.197.42,25525,10
149.254.197.100,149.254.197.42,59687,10
149.254.197.100,149.254.197.109,10938,100
149.254.197.100,149.254.197.109,30148,10
149.254.197.100,149.254.197.109,50293,10
149.254.197.100,149.254.197.33,7886,100
149.254.197.100,149.254.197.33,14747,10
149.254.197.100,149.254.197.33,15763,10
149.254.197.100,149.254.197.174,50462,100
149.254.197.100,149.254.197.174,19740,10
149.254.197.100,149.254.197.174,45142,10
149.254.197.100,149.254.197.112,5916,100
149.254.197.100,149.254.197.112,59235,10
149.254.197.100,149.254.197.112,30438,10
149.254.197.100,149.254.197.150,43103,100
149.254.197.100,149.254.197.150,64116,10
149.254.197.100,149.254.197.150,40429,10
149.254.197.100,149.254.197.198,43803,100
149.254.197.100,149.254.197.198,6806,10
149.254.197.100,149.254.197.198,44210,10
149.254.197.100,149.254.197.164,37241,100
149.254.197.100,149.254.197.164,59683,10
149.254.197.100,149.254.197.164,22282,10
149.254.197.100,149.254.197.35,55331,100
149.254.197.100,149.254.197.35,31797,10
149.254.197.100,149.254.197.35,45356,10
149.254.197.100,149.254.197.87,65172,100
149.254.197.100,149.254.197.87,58251,10
149.254.197.100,149.254.197.87,29069,10
149.254.197.100,149.254.197.178,58934,100
149.254.197.100,149.254.197.178,52218,10
149.254.197.100,149.254.197.178,38734,10
149.254.197.100,149.254.197.126,14330,100
149.254.197.100,149.254.197.126,41815,10
149.254.197.100,149.254.197.126,26145,10
149.254.197.100,149.254.197.16,32410,100
149.254.197.100,149.254.197.16,3803,10
149.254.197.100,149.254.197.16,50247,10
149.254.197.100,149.254.197.213,41674,100
149.254.197.100,149.254.197.213,22395,10
149.254.197.100,149.254.197.213,19468,10
149.254.197.100,149.254.197.232,13452,100
149.254.197.100,149.254.197.232,28721,10
149.254.197.100,149.254.197.232,30912,10
149.254.197.100,149.254.197.244,42688,100
149.254.197.100,149.254.197.244,56633,10
149.254.197.100,149.254.197.244,56886,10
149.254.197.100,149.254.197.196,42916,100
149.254.197.100,149.254.197.196,29084,10
149.254.197.100,149.254.197.196,63695,10
149.254.197.100,149.254.197.127,1629,100
149.254.197.100,149.254.197.127,52984,10
149.254.197.100,149.254.197.127,8369,10
149.254.197.100,149.254.197.159,26898,100
149.254.197.100,149.254.197.159,42725,10
149.254.197.100,149.254.197.159,21726,10
149.254.197.100,149.254.197.250,24228,100
149.254.197.100,149.254.197.250,48342,10
149.254.197.100,149.254.197.250,47820,10
149.254.197.100,149.254.197.211,57184,100
149.254.197.100,149.254.197.211,17219,10
149.254.197.100,149.254.197.211,30931,10
149.254.197.100,149.254.197.185,36701,100
149.254.197.100,149.254.197.185,39149,10
149.254.197.100,149.254.197.185,34399,10
149.254.197.100,149.254.197.92,43182,100
149.254.197.100,149.254.197.92,20707,10
149.254.197.100,149.254.197.92,54060,10
149.254.197.100,149.254.197.116,24465,100
149.254.197.100,149.254.197.116,5536,10
149.254.197.100,149.254.197.116,22059,10
149.254.197.100,149.254.197.98,28602,100
149.254.197.100,149.254.197.98,14619,10
149.254.197.100,149.254.197.98,6875,10
149.254.197.100,149.254.197.10,58170,100
149.254.197.100,149.254.197.10,51047,10
149.254.197.100,149.254.197.10,16002,10
149.254.197.100,149.254.197.48,33717,100
149.254.197.100,149.254.197.48,22920,10
149.254.197.100,149.254.197.48,28146,10
149.254.197.100,149.254.197.164,9899,100
149.254.197.100,149.254.197.164,25719,10
149.254.197.100,149.254.197.164,53911,10
149.254.197.100,149.254.197.38,52816,100
149.254.197.100,149.254.197.38,26834,10
149.254.197.100,149.254.197.38,27064,10
149.254.197.100,149.254.197.202,26966,100
149.254.197.100,149.254.197.202,28629,10
149.254.197.100,149.254.197.202,2861,10
149.254.197.100,149.254.197.223,34265,100
149.254.197.100,149.254.197.223,38953,10
149.254.197.100,149.254.197.223,21651,10
149.254.197.100,149.254.197.180,52645,100
149.254.197.100,149.254.197.180,58735,10
149.254.197.100,149.254.197.180,35850,10
149.254.197.100,149.254.197.66,1711,100
149.254.197.100,149.254.197.66,46737,10
149.254.197.100,149.254.197.66,8852,10
149.254.197.100,149.254.197.156,44414,100
149.254.197.100,149.254.197.156,50267,10
149.254.197.100,149.254.197.156,5861,10
149.254.197.100,149.254.197.128,29936,100
149.254.197.100,149.254.197.128,23425,10
149.254.197.100,149.254.197.128,12578,10
149.254.197.100,149.254.197.8,7780,100
149.254.197.100,149.254.197.8,47732,10
149.254.197.100,149.254.197.8,31736,10
149.254.197.100,149.254.197.45,5295,100
149.254.197.100,149.254.197.45,60420,10
149.254.197.100,149.254.197.45,58367,10
149.254.197.100,149.254.197.242,43840,100
149.254.197.100,149.254.197.242,6286,10
149.254.197.100,149.254.197.242,36069,10
149.254.197.100,149.254.197.184,63626,100
149.254.197.100,149.254.197.184,58722,10
149.254.197.100,149.254.197.184,6046,10
149.254.197.100,149.254.197.239,63946,100
149.254.197.100,149.254.197.239,17826,10
149.254.197.100,149.254.197.239,41367,10
149.254.197.100,149.254.197.126,64652,100
149.254.197.100,149.254.197.126,32032,10
149.254.197.100,149.254.197.126,4133,10
149.254.197.100,149.254.197.147,47329,100
149.254.197.100,149.254.197.147,61446,10
149.254.197.100,149.254.197.147,1567,10
149.254.197.100,149.254.197.214,29572,100
149.254.197.100,149.254.197.214,14137,10
149.254.197.100,149.254.197.214,46797,10
149.254.197.100,149.254.197.136,63149,100
149.254.197.100,149.254.197.136,24937,10
149.254.197.100,149.254.197.136,16642,10
149.254.197.100,149.254.197.41,47931,100
149.254.197.100,149.254.197.41,34103,10
149.254.197.100,149.254.197.41,30721,10
149.254.197.100,149.254.197.228,50258,100
149.254.197.100,149.254.197.228,53685,10
149.254.197.100,149.254.197.228,18468,10
149.254.197.100,149.254.197.65,19277,100
149.254.197.100,149.254.197.65,36110,10
149.254.197.100,149.254.197.65,58566,10
149.254.197.100,149.254.197.246,57899,100
149.254.197.100,149.254.197.246,9748,10
149.254.197.100,149.254.197.246,39579,10
149.254.197.100,149.254.197.113,2104,100
149.254.197.100,149.254.197.113,36086,10
149.254.197.100,149.254.197.113,31348,10
149.254.197.100,149.254.197.145,56178,100
149.254.197.100,149.254.197.145,35918,10
149.254.197.100,149.254.197.145,18798,10
149.254.197.100,149.254.197.41,11218,100
149.254.197.100,149.254.197.41,54901,10
149.254.197.100,149.254.197.41,27501,10
149.254.197.100,149.254.197.11,14222,100
149.254.197.100,149.254.197.11,38980,10
149.254.197.100,149.254.197.11,49843,10
149.254.197.100,149.254.197.139,42321,100
149.254.197.100,149.254.197.139,47942,10
149.254.197.100,149.254.197.139,63317,10
149.254.197.100,149.254.197.138,32319,100
149.254.197.100,149.254.197.138,54924,10
149.254.197.100,149.254.197.138,11390,10
149.254.197.100,149.254.197.135,50283,100
149.254.197.100,149.254.197.135,33495,10
149.254.197.100,149.254.197.135,54935,10
149.254.197.100,149.254.197.130,57817,100
149.254.197.100,149.254.197.130,52848,10
149.254.197.100,149.254.197.130,50834,10
149.254.197.100,149.254.197.231,61300,100
149.254.197.100,149.254.197.231,57066,10
149.254.197.100,149.254.197.231,1150,10
149.254.197.100,149.254.197.213,8706,100
149.254.197.100,149.254.197.213,30136,10
149.254.197.100,149.254.197.213,9718,10
149.254.197.100,149.254.197.231,25430,100
149.254.197.100,149.254.197.231,57946,10
149.254.197.100,149.254.197.231,16562,10
149.254.197.100,149.254.197.99,6101,100
149.254.197.100,149.254.197.99,65141,10
149.254.197.100,149.254.197.99,19736,10
149.254.197.100,149.254.197.147,47561,100
149.254.197.100,149.254.197.147,29956,10
149.254.197.100,149.254.197.147,3967,10
149.254.197.100,149.254.197.47,10320,100
149.254.197.100,149.254.197.47,27903,10
149.254.197.100,149.254.197.47,57620,10
149.254.197.100,149.254.197.67,1403,100
149.254.197.100,149.254.197.67,6865,10
149.254.197.100,149.254.197.67,57137,10
149.254.197.100,149.254.197.242,25877,100
149.254.197.100,149.254.197.242,29559,10
149.254.197.100,149.254.197.242,44745,10
149.254.197.100,149.254.197.148,41965,100
149.254.197.100,149.254.197.148,39077,10
149.254.197.100,149.254.197.148,10828,10
149.254.197.100,149.254.197.79,26879,100
149.254.197.100,149.254.197.79,46160,10
149.254.197.100,149.254.197.79,12982,10
149.254.197.100,149.254.197.96,30412,100
149.254.197.100,149.254.197.96,37550,10
149.254.197.100,149.254.197.96,4932,10
149.254.197.100,149.254.197.70,42329,100
149.254.197.100,149.254.197.70,17124,10
149.254.197.100,149.254.197.70,38215,10
149.254.197.100,149.254.197.156,57907,100
149.254.197.100,149.254.197.156,18317,10
149.254.197.100,149.254.197.156,41577,10
149.254.197.100,149.254.197.69,17232,100
149.254.197.100,149.254.197.69,18080,10
149.254.197.100,149.254.197.69,59323,10
149.254.197.100,149.254.197.237,55750,100
149.254.197.100,149.254.197.237,32168,10
149.254.197.100,149.254.197.237,49103,10
149.254.197.100,149.254.197.199,28215,100
149.254.197.100,149.254.197.199,50898,10
149.254.197.100,149.254.197.199,2465,10
149.254.197.100,149.254.197.30,1808,100
149.254.197.100,149.254.197.30,40641,10
149.254.197.100,149.254.197.30,32957,10
149.254.197.100,149.254.197.98,52453,100
149.254.197.100,149.254.197.98,26761,10
149.254.197.100,149.254.197.98,47125,10
149.254.197.100,149.254.197.82,60223,100
149.254.197.100,149.254.197.82,39620,10
149.254.197.100,149.254.197.82,11553,10
149.254.197.100,149.254.197.99,18829,100
149.254.197.100,149.254.197.99,32116,10
149.254.197.100,149.254.197.99,56949,10
149.254.197.100,149.254.197.227,49919,100
149.254.197.100,149.254.197.227,15120,10
149.254.197.100,149.254.197.227,4752,10
149.254.197.100,149.254.197.179,13192,100
149.254.197.100,149.254.197.179,34914,10
149.254.197.100,149.254.197.179,32148,10
149.254.197.100,149.254.197.225,61793,100
149.254.197.100,149.254.197.225,33609,10
149.254.197.100,149.254.197.225,47264,10
149.254.197.100,149.254.197.185,23532,100
149.254.197.100,149.254.197.185,46385,10
149.254.197.100,149.254.197.185,34513,10
149.254.197.100,149.254.197.109,5957,100
149.254.197.100,149.254.197.109,34828,10
149.254.197.100,149.254.197.109,43073,10
149.254.197.100,149.254.197.81,37939,100
149.254.197.100,149.254.197.81,9106,10
149.254.197.100,149.254.197.81,22181,10
149.254.197.100,149.254.197.54,58584,100
149.254.197.100,149.254.197.54,12814,10
149.254.197.100,149.254.197.54,47549,10
149.254.197.100,149.254.197.153,36881,100
149.254.197.100,149.254.197.153,8705,10
149.254.197.100,149.254.197.153,24605,10
149.254.197.100,149.254.197.182,48907,100
149.254.197.100,149.254.197.182,58566,10
149.254.197.100,149.254.197.182,10961,10
149.254.197.100,149.254.197.135,3363,100
149.254.197.100,149.254.197.135,17252,10
149.254.197.100,149.254.197.135,7185,10
149.254.197.100,149.254.197.198,57805,100
149.254.197.100,149.254.197.198,54790,10
149.254.197.100,149.254.197.198,13226,10
149.254.197.100,149.254.197.221,4153,100
149.254.197.100,149.254.197.221,22623,10
149.254.197.100,149.254.197.221,24009,10
149.254.197.100,149.254.197.14,62447,100
149.254.197.100,149.254.197.14,17326,10
149.254.197.100,149.254.197.14,15066,10
149.254.197.100,149.254.197.181,36473,100
149.254.197.100,149.254.197.181,11080,10
149.254.197.100,149.254.197.181,39492,10
149.254.197.100,149.254.197.90,43383,100
149.254.197.100,149.254.197.90,21272,10
149.254.197.100,149.254.197.90,26107,10
149.254.197.100,149.254.197.161,59452,100
149.254.197.100,149.254.197.161,23841,10
149.254.197.100,149.254.197.161,27054,10
149.254.197.100,149.254.197.192,55143,100
149.254.197.100,149.254.197.192,50545,10
149.254.197.100,149.254.197.192,34072,10
149.254.197.100,149.254.197.77,32876,100
149.254.197.100,149.254.197.77,4820,10
149.254.197.100,149.254.197.77,49045,10
149.254.197.100,149.254.197.36,46939,100
149.254.197.100,149.254.197.36,11089,10
149.254.197.100,149.254.197.36,18097,10
149.254.197.100,149.254.197.69,19864,100
149.254.197.100,149.254.197.69,8354,10
149.254.197.100,149.254.197.69,12010,10
149.254.197.100,149.254.197.102,9772,100
149.254.197.100,149.254.197.102,48969,10
149.254.197.100,149.254.197.102,24888,10
149.254.197.100,149.254.197.175,57813,100
149.254.197.100,149.254.197.175,34164,10
149.254.197.100,149.254.197.175,24424,10
149.254.197.100,149.254.197.166,2623,100
149.254.197.100,149.254.197.166,37976,10
149.254.197.100,149.254.197.166,40291,10
149.254.197.100,149.254.197.201,25579,100
149.254.197.100,149.254.197.201,12857,10
149.254.197.100,149.254.197.201,4997,10
149.254.197.100,149.254.197.152,14064,100
149.254.197.100,149.254.197.152,45245,10
149.254.197.100,149.254.197.152,45289,10
149.254.197.100,149.254.197.11,61122,100
149.254.197.100,149.254.197.11,49479,10
149.254.197.100,149.254.197.11,64138,10
149.254.197.100,149.254.197.2,19749,100
149.254.197.100,149.254.197.2,16081,10
149.254.197.100,149.254.197.2,19722,10
149.254.197.100,149.254.197.225,35325,100
149.254.197.100,149.254.197.225,33264,10
149.254.197.100,149.254.197.225,1492,10
149.254.197.100,149.254.197.46,22503,100
149.254.197.100,149.254.197.46,24018,10
149.254.197.100,149.254.197.46,46521,10
149.254.197.100,149.254.197.10,56126,100
149.254.197.100,149.254.197.10,43682,10
149.254.197.100,149.254.197.10,19575,10
149.254.197.100,149.254.197.65,58992,100
149.254.197.100,149.254.197.65,7647,10
149.254.197.100,149.254.197.65,9620,10
149.254.197.100,149.254.197.222,50645,100
149.254.197.100,149.254.197.222,50580,10
149.254.197.100,149.254.197.222,56218,10
149.254.197.100,149.254.197.179,1234,100
149.254.197.100,149.254.197.179,47230,10
149.254.197.100,149.254.197.179,36856,10
149.254.197.100,149.254.197.163,35513,100
149.254.197.100,149.254.197.163,45047,10
149.254.197.100,149.254.197.163,58478,10
149.254.197.100,149.254.197.248,9527,100
149.254.197.100,149.254.197.248,16383,10
149.254.197.100,149.254.197.248,62835,10
149.254.197.100,149.254.197.27,45153,100
149.254.197.100,149.254.197.27,29210,10
149.254.197.100,149.254.197.27,63401,10
149.254.197.100,149.254.197.14,57081,100
149.254.197.100,149.254.197.14,37433,10
149.254.197.100,149.254.197.14,21485,10
149.254.197.100,149.254.197.255,35070,100
149.254.197.100,149.254.197.255,62600,10
149.254.197.100,149.254.197.255,50415,10
149.254.197.100,149.254.197.105,41745,100
149.254.197.100,149.254.197.105,35133,10
149.254.197.100,149.254.197.105,7544,10
149.254.197.100,149.254.197.111,2563,100
149.254.197.100,149.254.197.111,18425,10
149.254.197.100,149.254.197.111,62498,10
149.254.197.100,149.254.197.163,42390,100
149.254.197.100,149.254.197.163,50697,10
149.254.197.100,149.254.197.163,61826,10
149.254.197.100,149.254.197.0,15162,100
149.254.197.100,149.254.197.0,53811,10
149.254.197.100,149.254.197.0,21926,10
149.254.197.100,149.254.197.80,48390,100
149.254.197.100,149.254.197.80,31009,10
149.254.197.100,149.254.197.80,23550,10
149.254.197.100,149.254.197.200,24856,100
149.254.197.100,149.254.197.200,54913,10
149.254.197.100,149.254.197.200,14282,10
149.254.197.100,149.254.197.124,13160,100
149.254.197.100,149.254.197.124,9941,10
149.254.197.100,149.254.197.124,54713,10
149.254.197.100,149.254.197.239,42466,100
149.254.197.100,149.254.197.239,35611,10
149.254.197.100,149.254.197.239,35278,10
149.254.197.100,149.254.197.199,51210,100
149.254.197.100,149.254.197.199,14909,10
149.254.197.100,149.254.197.199,4909,10
149.254.197.100,149.254.197.47,41513,100
149.254.197.100,149.254.197.47,59439,10
149.254.197.100,149.254.197.47,48898,10
149.254.197.100,149.254.197.12,14001,100
149.254.197.100,149.254.197.12,57929,10
149.254.197.100,149.254.197.12,19755,10
149.254.197.100,149.254.197.149,6003,100
149.254.197.100,149.254.197.149,40310,10
149.254.197.100,149.254.197.149,32852,10
149.254.197.100,149.254.197.84,9010,100
149.254.197.100,149.254.197.84,47315,10
149.254.197.100,149.254.197.84,22463,10
149.254.197.100,149.254.197.232,11584,100
149.254.197.100,149.254.197.232,57262,10
149.254.197.100,149.254.197.232,24677,10
149.254.197.100,149.254.197.160,15175,100
149.254.197.100,149.254.197.160,60650,10
149.254.197.100,149.254.197.160,22945,10
149.254.197.100,149.254.197.190,1884,100
149.254.197.100,149.254.197.190,54124,10
149.254.197.100,149.254.197.190,29452,10
149.254.197.100,149.254.197.61,34416,100
149.254.197.100,149.254.197.61,12474,10
149.254.197.100,149.254.197.61,40825,10
149.254.197.100,149.254.197.117,48463,100
149.254.197.100,149.254.197.117,45871,10
149.254.197.100,149.254.197.117,3965,10
149.254.197.100,149.254.197.137,6712,100
149.254.197.100,149.254.197.137,22669,10
149.254.197.100,149.254.197.137,14857,10
149.254.197.100,149.254.197.8,16153,100
149.254.197.100,149.254.197.8,10451,10
149.254.197.100,149.254.197.8,52710,10
149.254.197.100,149.254.197.5,17005,100
149.254.197.100,149.254.197.5,28839,10
149.254.197.100,149.254.197.5,25460,10
149.254.197.100,149.254.197.194,63607,100
149.254.197.100,149.254.197.194,12072,10
149.254.197.100,149.254.197.194,26328,10
149.254.197.100,149.254.197.175,1375,100
149.254.197.100,149.254.197.175,56138,10
149.254.197.100,149.254.197.175,22743,10
149.254.197.100,149.254.197.250,8030,100
149.254.197.100,149.254.197.250,19796,10
149.254.197.100,149.254.197.250,50620,10
149.254.197.100,149.254.197.174,48680,100
149.254.197.100,149.254.197.174,51886,10
149.254.197.100,149.254.197.174,57852,10
149.254.197.100,149.254.197.200,19106,100
149.254.197.100,149.254.197.200,61003,10
149.254.197.100,149.254.197.200,22337,10
149.254.197.100,149.254.197.6,4959,100
149.254.197.100,149.254.197.6,24338,10
149.254.197.100,149.254.197.6,18797,10
149.254.197.100,149.254.197.8,30356,100
149.254.197.100,149.254.197.8,46807,10
149.254.197.100,149.254.197.8,25285,10
149.254.197.100,149.254.197.191,16219,100
149.254.197.100,149.254.197.191,35615,10
149.254.197.100,149.254.197.191,46405,10
149.254.197.100,149.254.197.209,40885,100
149.254.197.100,149.254.197.209,59730,10
149.254.197.100,149.254.197.209,9178,10
149.254.197.100,149.254.197.138,23566,100
149.254.197.100,149.254.197.138,58674,10
149.254.197.100,149.254.197.138,42711,10
149.254.197.100,149.254.197.16,22437,100
149.254.197.100,149.254.197.16,23687,10
149.254.197.100,149.254.197.16,14706,10
149.254.197.100,149.254.197.58,36814,100
149.254.197.100,149.254.197.58,3627,10
149.254.197.100,149.254.197.58,38691,10
149.254.197.100,149.254.197.83,57836,100
149.254.197.100,149.254.197.83,1796,10
149.254.197.100,149.254.197.83,31076,10
149.254.197.100,149.254.197.10,55017,100
149.254.197.100,149.254.197.10,62004,10
149.254.197.100,149.254.197.10,57569,10
149.254.197.100,149.254.197.171,36087,100
149.254.197.100,149.254.197.171,24243,10
149.254.197.100,149.254.197.171,57687,10
149.254.197.100,149.254.197.233,31408,100
149.254.197.100,149.254.197.233,37556,10
149.254.197.100,149.254.197.233,9100,10
149.254.197.100,149.254.197.160,57371,100
149.254.197.100,149.254.197.160,27424,10
149.254.197.100,149.254.197.160,58581,10
149.254.197.100,149.254.197.48,9254,100
149.254.197.100,149.254.197.48,53420,10
149.254.197.100,149.254.197.48,39969,10
149.254.197.100,149.254.197.88,64829,100
149.254.197.100,149.254.197.88,3728,10
149.254.197.100,149.254.197.88,12656,10
149.254.197.100,149.254.197.237,22538,100
149.254.197.100,149.254.197.237,11948,10
149.254.197.100,149.254.197.237,47811,10
149.254.197.100,149.254.197.142,40321,100
149.254.197.100,149.254.197.142,6233,10
149.254.197.100,149.254.197.142,21948,10
149.254.197.100,149.254.197.216,61647,100
149.254.197.100,149.254.197.216,15603,10
149.254.197.100,149.254.197.216,63692,10
149.254.197.100,149.254.197.166,19149,100
149.254.197.100,149.254.197.166,32539,10
149.254.197.100,149.254.197.166,13940,10
149.254.197.100,149.254.197.118,43002,100
149.254.197.100,149.254.197.118,27044,10
149.254.197.100,149.254.197.118,35436,10
149.254.197.100,149.254.197.111,2718,100
149.254.197.100,149.254.197.111,2989,10
149.254.197.100,149.254.197.111,19468,10
149.254.197.100,149.254.197.15,51108,100
149.254.197.100,149.254.197.15,32500,10
149.254.197.100,149.254.197.15,12476,10
149.254.197.100,149.254.197.80,47602,100
149.254.197.100,149.254.197.80,54428,10
149.254.197.100,149.254.197.80,45159,10
149.254.197.100,149.254.197.73,65502,100
149.254.197.100,149.254.197.73,1765,10
149.254.197.100,149.254.197.73,8901,10
149.254.197.100,149.254.197.231,5389,100
149.254.197.100,149.254.197.231,53524,10
149.254.197.100,149.254.197.231,51518,10
149.254.197.100,149.254.197.114,11367,100
149.254.197.100,149.254.197.114,60530,10
149.254.197.100,149.254.197.114,17065,10
149.254.197.100,149.254.197.48,54255,100
149.254.197.100,149.254.197.48,38540,10
149.254.197.100,149.254.197.48,29896,10
149.254.197.100,149.254.197.236,40715,100
149.254.197.100,149.254.197.236,45682,10
149.254.197.100,149.254.197.236,48875,10
149.254.197.100,149.254.197.8,25933,100
149.254.197.100,149.254.197.8,42841,10
149.254.197.100,149.254.197.8,26549,10
149.254.197.100,149.254.197.190,12556,100
149.254.197.100,149.254.197.190,54871,10
149.254.197.100,149.254.197.190,36031,10
149.254.197.100,149.254.197.177,62452,100
149.254.197.100,149.254.197.177,34857,10
149.254.197.100,149.254.197.177,64180,10
149.254.197.100,149.254.197.64,50177,100
149.254.197.100,149.254.197.64,43644,10
149.254.197.100,149.254.197.64,37777,10
149.254.197.100,149.254.197.38,45875,100
149.254.197.100,149.254.197.38,2937,10
149.254.197.100,149.254.197.38,35504,10
